probe_id,gene_symbol,gene_title,entrez_gene_id,primary_gene_symbol
200814_at,PSME1,proteasome activator subunit 1,5720,PSME1
200815_s_at,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,5048,PAFAH1B1
200816_s_at,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,5048,PAFAH1B1
200817_x_at,RPS10,ribosomal protein S10,6204,RPS10
200818_at,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",539,ATP5O
200819_s_at,RPS15,ribosomal protein S15,6209,RPS15
200820_at,PSMD8,"proteasome 26S subunit, non-ATPase 8",5714,PSMD8
200821_at,LAMP2,lysosomal associated membrane protein 2,3920,LAMP2
200822_x_at,TPI1,triosephosphate isomerase 1,7167,TPI1
200823_x_at,RPL29,ribosomal protein L29,6159,RPL29
200824_at,GSTP1,glutathione S-transferase pi 1,2950,GSTP1
200825_s_at,HYOU1,hypoxia up-regulated 1,10525,HYOU1
200826_at,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,6633,SNRPD2
200827_at,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",5351,PLOD1
200828_s_at,ZNF207,zinc finger protein 207,7756,ZNF207
200829_x_at,ZNF207,zinc finger protein 207,7756,ZNF207
200830_at,PSMD2,"proteasome 26S subunit, non-ATPase 2",5708,PSMD2
200831_s_at,SCD,stearoyl-CoA desaturase,6319,SCD
200832_s_at,SCD,stearoyl-CoA desaturase,6319,SCD
200833_s_at,RAP1B,"RAP1B, member of RAS oncogene family",5908,RAP1B
200834_s_at,RPS21,ribosomal protein S21,6227,RPS21
200835_s_at,MAP4,microtubule associated protein 4,4134,MAP4
200836_s_at,MAP4,microtubule associated protein 4,4134,MAP4
200837_at,BCAP31,B-cell receptor-associated protein 31,10134,BCAP31
200838_at,CTSB,cathepsin B,1508,CTSB
200839_s_at,CTSB,cathepsin B,1508,CTSB
200840_at,KARS,lysyl-tRNA synthetase,3735,KARS
200841_s_at,EPRS,glutamyl-prolyl-tRNA synthetase,2058,EPRS
200842_s_at,EPRS,glutamyl-prolyl-tRNA synthetase,2058,EPRS
200843_s_at,EPRS,glutamyl-prolyl-tRNA synthetase,2058,EPRS
200844_s_at,PRDX6,peroxiredoxin 6,9588,PRDX6
200845_s_at,PRDX6,peroxiredoxin 6,9588,PRDX6
200846_s_at,PPP1CA,protein phosphatase 1 catalytic subunit alpha,5499,PPP1CA
200847_s_at,SARAF,store-operated calcium entry associated regulatory factor,51669,SARAF
200848_at,AHCYL1,adenosylhomocysteinase like 1,10768,AHCYL1
200849_s_at,AHCYL1,adenosylhomocysteinase like 1,10768,AHCYL1
200850_s_at,AHCYL1,adenosylhomocysteinase like 1,10768,AHCYL1
200851_s_at,IST1,"IST1, ESCRT-III associated factor",9798,IST1
200852_x_at,GNB2,G protein subunit beta 2,2783,GNB2
200853_at,H2AFZ,H2A histone family member Z,3015,H2AFZ
200854_at,NCOR1,nuclear receptor corepressor 1,9611,NCOR1
200855_at,NCOR1,nuclear receptor corepressor 1,9611,NCOR1
200856_x_at,NCOR1,nuclear receptor corepressor 1,9611,NCOR1
200857_s_at,NCOR1,nuclear receptor corepressor 1,9611,NCOR1
200858_s_at,SNORD38B///SNORD55///RPS8,"small nucleolar RNA, C/D box 38B///small nucleolar RNA, C/D box 55///ribosomal protein S8",94163///26811///6202,SNORD38B
200859_x_at,FLNA,filamin A,2316,FLNA
200860_s_at,CNOT1,CCR4-NOT transcription complex subunit 1,23019,CNOT1
200861_at,CNOT1,CCR4-NOT transcription complex subunit 1,23019,CNOT1
200862_at,DHCR24,24-dehydrocholesterol reductase,1718,DHCR24
200863_s_at,RAB11A,"RAB11A, member RAS oncogene family",8766,RAB11A
200864_s_at,RAB11A,"RAB11A, member RAS oncogene family",8766,RAB11A
200865_at,EIF3F,eukaryotic translation initiation factor 3 subunit F,8665,EIF3F
200866_s_at,PSAP,prosaposin,5660,PSAP
200867_at,RNF114,ring finger protein 114,55905,RNF114
200868_s_at,RNF114,ring finger protein 114,55905,RNF114
200869_at,SNORA68///RPL18A,"small nucleolar RNA, H/ACA box 68///ribosomal protein L18a",26780///6142,SNORA68
200870_at,STRAP,serine/threonine kinase receptor associated protein,11171,STRAP
200871_s_at,PSAP,prosaposin,5660,PSAP
200872_at,S100A10,S100 calcium binding protein A10,6281,S100A10
200873_s_at,CCT8,chaperonin containing TCP1 subunit 8,10694,CCT8
200874_s_at,MIR1292///SNORD110///SNORD86///SNORD57///NOP56,"microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein",100302138///692213///692201///26792///10528,MIR1292
200875_s_at,MIR1292///SNORD110///SNORD86///SNORD57///NOP56,"microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein",100302138///692213///692201///26792///10528,MIR1292
200876_s_at,PSMB1,proteasome subunit beta 1,5689,PSMB1
200877_at,CCT4,chaperonin containing TCP1 subunit 4,10575,CCT4
200878_at,EPAS1,endothelial PAS domain protein 1,2034,EPAS1
200879_s_at,EPAS1,endothelial PAS domain protein 1,2034,EPAS1
200880_at,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,3301,DNAJA1
200881_s_at,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,3301,DNAJA1
200882_s_at,PSMD4,"proteasome 26S subunit, non-ATPase 4",5710,PSMD4
200883_at,UQCRC2,ubiquinol-cytochrome c reductase core protein II,7385,UQCRC2
200884_at,CKB,creatine kinase B,1152,CKB
200885_at,RHOC,ras homolog family member C,389,RHOC
200886_s_at,PGAM1,phosphoglycerate mutase 1,5223,PGAM1
200887_s_at,STAT1,signal transducer and activator of transcription 1,6772,STAT1
200888_s_at,SNORA21///RPL23,"small nucleolar RNA, H/ACA box 21///ribosomal protein L23",619505///9349,SNORA21
200889_s_at,SSR1,signal sequence receptor subunit 1,6745,SSR1
200890_s_at,SSR1,signal sequence receptor subunit 1,6745,SSR1
200891_s_at,SSR1,signal sequence receptor subunit 1,6745,SSR1
200892_s_at,TRA2B,transformer 2 beta homolog (Drosophila),6434,TRA2B
200893_at,TRA2B,transformer 2 beta homolog (Drosophila),6434,TRA2B
200894_s_at,FKBP4,FK506 binding protein 4,2288,FKBP4
200895_s_at,FKBP4,FK506 binding protein 4,2288,FKBP4
200896_x_at,HDGF,hepatoma-derived growth factor,3068,HDGF
200897_s_at,PALLD,"palladin, cytoskeletal associated protein",23022,PALLD
200898_s_at,MGEA5,meningioma expressed antigen 5 (hyaluronidase),10724,MGEA5
200899_s_at,MGEA5,meningioma expressed antigen 5 (hyaluronidase),10724,MGEA5
200900_s_at,M6PR,"mannose-6-phosphate receptor, cation dependent",4074,M6PR
200901_s_at,M6PR///PHC1,"mannose-6-phosphate receptor, cation dependent///polyhomeotic homolog 1",4074///1911,M6PR
200902_at,SEP15,15 kDa selenoprotein,9403,SEP15
200903_s_at,AHCY,adenosylhomocysteinase,191,AHCY
200904_at,HLA-E,"major histocompatibility complex, class I, E",3133,HLA-E
200905_x_at,HLA-E,"major histocompatibility complex, class I, E",3133,HLA-E
200906_s_at,PALLD,"palladin, cytoskeletal associated protein",23022,PALLD
200907_s_at,PALLD,"palladin, cytoskeletal associated protein",23022,PALLD
200908_s_at,RPLP2,ribosomal protein lateral stalk subunit P2,6181,RPLP2
200909_s_at,SNORA52///RPLP2,"small nucleolar RNA, H/ACA box 52///ribosomal protein lateral stalk subunit P2",619565///6181,SNORA52
200910_at,LOC101927137///CCT3,uncharacterized LOC101927137///chaperonin containing TCP1 subunit 3,101927137///7203,LOC101927137
200911_s_at,TACC1,transforming acidic coiled-coil containing protein 1,6867,TACC1
200912_s_at,MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2,"microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2",100302143///677847///619568///619567///6043///1974,MIR1248
200913_at,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent 1G",5496,PPM1G
200914_x_at,KTN1,kinectin 1,3895,KTN1
200915_x_at,KTN1,kinectin 1,3895,KTN1
200916_at,TAGLN2,transgelin 2,8407,TAGLN2
200917_s_at,SRPRA,SRP receptor alpha subunit,6734,SRPRA
200918_s_at,SRPRA,SRP receptor alpha subunit,6734,SRPRA
200919_at,PHC2,polyhomeotic homolog 2,1912,PHC2
200920_s_at,BTG1,BTG anti-proliferation factor 1,694,BTG1
200921_s_at,BTG1,BTG anti-proliferation factor 1,694,BTG1
200922_at,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1,10945,KDELR1
200923_at,LGALS3BP,galectin 3 binding protein,3959,LGALS3BP
200924_s_at,SLC3A2,solute carrier family 3 member 2,6520,SLC3A2
200925_at,COX6A1,cytochrome c oxidase subunit 6A1,1337,COX6A1
200926_at,RPS23,ribosomal protein S23,6228,RPS23
200927_s_at,RAB14,"RAB14, member RAS oncogene family",51552,RAB14
200928_s_at,RAB14,"RAB14, member RAS oncogene family",51552,RAB14
200929_at,TMED10,transmembrane p24 trafficking protein 10,10972,TMED10
200930_s_at,VCL,vinculin,7414,VCL
200931_s_at,VCL,vinculin,7414,VCL
200932_s_at,DCTN2,dynactin subunit 2,10540,DCTN2
200933_x_at,RPS4X,"ribosomal protein S4, X-linked",6191,RPS4X
200934_at,DEK,DEK proto-oncogene,7913,DEK
200935_at,CALR,calreticulin,811,CALR
200936_at,RPL8,ribosomal protein L8,6132,RPL8
200937_s_at,RPL5///SNORD21,"ribosomal protein L5///small nucleolar RNA, C/D box 21",6125///6083,RPL5
200938_s_at,RERE,arginine-glutamic acid dipeptide repeats,473,RERE
200939_s_at,RERE,arginine-glutamic acid dipeptide repeats,473,RERE
200940_s_at,RERE,arginine-glutamic acid dipeptide repeats,473,RERE
200941_at,HSBP1,heat shock factor binding protein 1,3281,HSBP1
200942_s_at,HSBP1,heat shock factor binding protein 1,3281,HSBP1
200943_at,HMGN1,high mobility group nucleosome binding domain 1,3150,HMGN1
200944_s_at,LOC101927733///HMGN1,uncharacterized LOC101927733///high mobility group nucleosome binding domain 1,101927733///3150,LOC101927733
200945_s_at,SEC31A,"SEC31 homolog A, COPII coat complex component",22872,SEC31A
200946_x_at,GLUD1,glutamate dehydrogenase 1,2746,GLUD1
200947_s_at,GLUD1,glutamate dehydrogenase 1,2746,GLUD1
200948_at,MLF2,myeloid leukemia factor 2,8079,MLF2
200949_x_at,SNORD54///RPS20,"small nucleolar RNA, C/D box 54///ribosomal protein S20",26795///6224,SNORD54
200950_at,ARPC1A,actin related protein 2/3 complex subunit 1A,10552,ARPC1A
200951_s_at,CCND2,cyclin D2,894,CCND2
200952_s_at,CCND2,cyclin D2,894,CCND2
200953_s_at,CCND2,cyclin D2,894,CCND2
200954_at,ATP6V0C,ATPase H+ transporting V0 subunit c,527,ATP6V0C
200955_at,IMMT,inner membrane mitochondrial protein,10989,IMMT
200956_s_at,SSRP1,structure specific recognition protein 1,6749,SSRP1
200957_s_at,SSRP1,structure specific recognition protein 1,6749,SSRP1
200958_s_at,SDCBP,syndecan binding protein,6386,SDCBP
200959_at,FUS,FUS RNA binding protein,2521,FUS
200960_x_at,CLTA,clathrin light chain A,1211,CLTA
200961_at,SEPHS2,selenophosphate synthetase 2,22928,SEPHS2
200962_at,RPL31,ribosomal protein L31,6160,RPL31
200963_x_at,RPL31,ribosomal protein L31,6160,RPL31
200964_at,UBA1,ubiquitin like modifier activating enzyme 1,7317,UBA1
200965_s_at,ABLIM1,actin binding LIM protein 1,3983,ABLIM1
200966_x_at,ALDOA,"aldolase, fructose-bisphosphate A",226,ALDOA
200967_at,PPIB,peptidylprolyl isomerase B,5479,PPIB
200968_s_at,PPIB,peptidylprolyl isomerase B,5479,PPIB
200969_at,SERP1,stress-associated endoplasmic reticulum protein 1,27230,SERP1
200970_s_at,SERP1,stress-associated endoplasmic reticulum protein 1,27230,SERP1
200971_s_at,SERP1,stress-associated endoplasmic reticulum protein 1,27230,SERP1
200972_at,TSPAN3,tetraspanin 3,10099,TSPAN3
200973_s_at,TSPAN3,tetraspanin 3,10099,TSPAN3
200974_at,ACTA2,"actin, alpha 2, smooth muscle, aorta",59,ACTA2
200975_at,PPT1,palmitoyl-protein thioesterase 1,5538,PPT1
200976_s_at,TAX1BP1,Tax1 binding protein 1,8887,TAX1BP1
200977_s_at,TAX1BP1,Tax1 binding protein 1,8887,TAX1BP1
200978_at,MDH1,malate dehydrogenase 1,4190,MDH1
200979_at,PDHA1,pyruvate dehydrogenase (lipoamide) alpha 1,5160,PDHA1
200980_s_at,PDHA1,pyruvate dehydrogenase (lipoamide) alpha 1,5160,PDHA1
200981_x_at,GNAS,GNAS complex locus,2778,GNAS
200982_s_at,ANXA6,annexin A6,309,ANXA6
200983_x_at,CD59,CD59 molecule,966,CD59
200984_s_at,CD59,CD59 molecule,966,CD59
200985_s_at,CD59,CD59 molecule,966,CD59
200986_at,SERPING1,serpin family G member 1,710,SERPING1
200987_x_at,PSME3,proteasome activator subunit 3,10197,PSME3
200988_s_at,PSME3,proteasome activator subunit 3,10197,PSME3
200989_at,HIF1A,hypoxia inducible factor 1 alpha subunit,3091,HIF1A
200990_at,TRIM28,tripartite motif containing 28,10155,TRIM28
200991_s_at,SNX17,sorting nexin 17,9784,SNX17
200992_at,IPO7,importin 7,10527,IPO7
200993_at,IPO7,importin 7,10527,IPO7
200994_at,IPO7,importin 7,10527,IPO7
200995_at,IPO7,importin 7,10527,IPO7
200996_at,ACTR3,ARP3 actin related protein 3 homolog,10096,ACTR3
200997_at,RBM14-RBM4///RBM4,RBM14-RBM4 readthrough///RNA binding motif protein 4,100526737///5936,RBM14-RBM4
200998_s_at,CKAP4,cytoskeleton associated protein 4,10970,CKAP4
200999_s_at,CKAP4,cytoskeleton associated protein 4,10970,CKAP4
201000_at,AARS,alanyl-tRNA synthetase,16,AARS
201001_s_at,TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1,387522///387521///7336///7335,TMEM189-UBE2V1
201002_s_at,TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1,387522///387521///7336///7335,TMEM189-UBE2V1
201003_x_at,TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1,387522///387521///7336///7335,TMEM189-UBE2V1
201004_at,SSR4,signal sequence receptor subunit 4,6748,SSR4
201005_at,CD9,CD9 molecule,928,CD9
201006_at,PRDX2,peroxiredoxin 2,7001,PRDX2
201007_at,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",3032,HADHB
201008_s_at,TXNIP,thioredoxin interacting protein,10628,TXNIP
201009_s_at,TXNIP,thioredoxin interacting protein,10628,TXNIP
201010_s_at,TXNIP,thioredoxin interacting protein,10628,TXNIP
201011_at,RPN1,ribophorin I,6184,RPN1
201012_at,ANXA1,annexin A1,301,ANXA1
201013_s_at,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase,10606,PAICS
201014_s_at,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase,10606,PAICS
201015_s_at,JUP,junction plakoglobin,3728,JUP
201016_at,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",1964,EIF1AX
201017_at,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",1964,EIF1AX
201018_at,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",1964,EIF1AX
201019_s_at,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",1964,EIF1AX
201020_at,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,7533,YWHAH
201021_s_at,DSTN,"destrin, actin depolymerizing factor",11034,DSTN
201022_s_at,DSTN,"destrin, actin depolymerizing factor",11034,DSTN
201023_at,TAF7,TATA-box binding protein associated factor 7,6879,TAF7
201024_x_at,EIF5B,eukaryotic translation initiation factor 5B,9669,EIF5B
201025_at,EIF5B,eukaryotic translation initiation factor 5B,9669,EIF5B
201026_at,EIF5B,eukaryotic translation initiation factor 5B,9669,EIF5B
201027_s_at,EIF5B,eukaryotic translation initiation factor 5B,9669,EIF5B
201028_s_at,CD99,CD99 molecule,4267,CD99
201029_s_at,CD99,CD99 molecule,4267,CD99
201030_x_at,LDHB,lactate dehydrogenase B,3945,LDHB
201031_s_at,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H),3187,HNRNPH1
201032_at,BLCAP,bladder cancer associated protein,10904,BLCAP
201033_x_at,RPLP0,ribosomal protein lateral stalk subunit P0,6175,RPLP0
201034_at,ADD3,adducin 3,120,ADD3
201035_s_at,HADH,hydroxyacyl-CoA dehydrogenase,3033,HADH
201036_s_at,HADH,hydroxyacyl-CoA dehydrogenase,3033,HADH
201037_at,PFKP,"phosphofructokinase, platelet",5214,PFKP
201038_s_at,ANP32A,acidic nuclear phosphoprotein 32 family member A,8125,ANP32A
201039_s_at,RAD23A,"RAD23 homolog A, nucleotide excision repair protein",5886,RAD23A
201040_at,GNAI2,G protein subunit alpha i2,2771,GNAI2
201041_s_at,DUSP1,dual specificity phosphatase 1,1843,DUSP1
201042_at,TGM2,transglutaminase 2,7052,TGM2
201043_s_at,ANP32A,acidic nuclear phosphoprotein 32 family member A,8125,ANP32A
201044_x_at,DUSP1,dual specificity phosphatase 1,1843,DUSP1
201045_s_at,WTH3DI///RAB6A,"RAB6C-like///RAB6A, member RAS oncogene family",150786///5870,WTH3DI
201046_s_at,RAD23A,"RAD23 homolog A, nucleotide excision repair protein",5886,RAD23A
201047_x_at,WTH3DI///RAB6A,"RAB6C-like///RAB6A, member RAS oncogene family",150786///5870,WTH3DI
201048_x_at,WTH3DI///RAB6A,"RAB6C-like///RAB6A, member RAS oncogene family",150786///5870,WTH3DI
201049_s_at,RPS18,ribosomal protein S18,6222,RPS18
201050_at,PLD3,phospholipase D family member 3,23646,PLD3
201051_at,ANP32A,acidic nuclear phosphoprotein 32 family member A,8125,ANP32A
201052_s_at,PSMF1,proteasome inhibitor subunit 1,9491,PSMF1
201053_s_at,PSMF1,proteasome inhibitor subunit 1,9491,PSMF1
201054_at,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,10949,HNRNPA0
201055_s_at,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,10949,HNRNPA0
201056_at,GOLGB1,golgin B1,2804,GOLGB1
201057_s_at,GOLGB1,golgin B1,2804,GOLGB1
201058_s_at,MYL9,myosin light chain 9,10398,MYL9
201059_at,CTTN,cortactin,2017,CTTN
201060_x_at,STOM,stomatin,2040,STOM
201061_s_at,STOM,stomatin,2040,STOM
201062_at,STOM,stomatin,2040,STOM
201063_at,RCN1,reticulocalbin 1,5954,RCN1
201064_s_at,LOC100996696///PABPC4,polyadenylate-binding protein 4 pseudogene///poly(A) binding protein cytoplasmic 4,100996696///8761,LOC100996696
201065_s_at,GTF2IP4///GTF2IP1///GTF2I,general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi,100093631///2970///2969,GTF2IP4
201066_at,CYC1,cytochrome c1,1537,CYC1
201067_at,PSMC2,"proteasome 26S subunit, ATPase 2",5701,PSMC2
201068_s_at,PSMC2,"proteasome 26S subunit, ATPase 2",5701,PSMC2
201069_at,MMP2,matrix metallopeptidase 2,4313,MMP2
201070_x_at,SF3B1,splicing factor 3b subunit 1,23451,SF3B1
201071_x_at,SF3B1,splicing factor 3b subunit 1,23451,SF3B1
201072_s_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",6599,SMARCC1
201073_s_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",6599,SMARCC1
201074_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",6599,SMARCC1
201075_s_at,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",6599,SMARCC1
201076_at,SNU13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",4809,SNU13
201077_s_at,SNU13///ANXA2,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)///annexin A2",4809///302,SNU13
201078_at,TM9SF2,transmembrane 9 superfamily member 2,9375,TM9SF2
201079_at,SYNGR2,synaptogyrin 2,9144,SYNGR2
201080_at,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,8396,PIP4K2B
201081_s_at,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,8396,PIP4K2B
201082_s_at,SLC4A5///DCTN1,solute carrier family 4 member 5///dynactin subunit 1,57835///1639,SLC4A5
201083_s_at,BCLAF1,BCL2 associated transcription factor 1,9774,BCLAF1
201084_s_at,BCLAF1,BCL2 associated transcription factor 1,9774,BCLAF1
201085_s_at,SON,SON DNA binding protein,6651,SON
201086_x_at,SON,SON DNA binding protein,6651,SON
201087_at,PXN,paxillin,5829,PXN
201088_at,KPNA2,karyopherin subunit alpha 2,3838,KPNA2
201089_at,ATP6V1B2,ATPase H+ transporting V1 subunit B2,526,ATP6V1B2
201090_x_at,TUBA1B,tubulin alpha 1b,10376,TUBA1B
201091_s_at,CBX3,chromobox 3,11335,CBX3
201092_at,RBBP7,"RB binding protein 7, chromatin remodeling factor",5931,RBBP7
201093_x_at,SDHA,succinate dehydrogenase complex flavoprotein subunit A,6389,SDHA
201094_at,RPS29,ribosomal protein S29,6235,RPS29
201095_at,DAP,death associated protein,1611,DAP
201096_s_at,ARF4,ADP ribosylation factor 4,378,ARF4
201097_s_at,ARF4,ADP ribosylation factor 4,378,ARF4
201098_at,COPB2,coatomer protein complex subunit beta 2,9276,COPB2
201099_at,USP9X,"ubiquitin specific peptidase 9, X-linked",8239,USP9X
201100_s_at,USP9X,"ubiquitin specific peptidase 9, X-linked",8239,USP9X
201101_s_at,BCLAF1,BCL2 associated transcription factor 1,9774,BCLAF1
201102_s_at,PFKL,"phosphofructokinase, liver type",5211,PFKL
201103_x_at,NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14,neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 14,100288142///100132406///728841///400818///284565///200030///149013///25832,NBPF20
